identifier ,parentid,objectid,object_location,title,creator,publisher,date,date-is-approximate?,format,type,display_template,subject,description,image_small,image_thumb,image_alt_text
thuncher_squamish_chief_2019_bc_hydro_is_proactive_and_adaptive_company_says_of_squamish_operations,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_003,/objects/thuncher_squamish_chief_2019_bc_hydro_is_proactive_and_adaptive_company_says_of_squamish_operations.pdf,,,,,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program,,/objects/small/thuncher_squamish_chief_2019_bc_hydro_is_proactive_and_adaptive_company_says_of_squamish_operations_sm.jpg,/objects/thumbs/thuncher_squamish_chief_2019_bc_hydro_is_proactive_and_adaptive_company_says_of_squamish_operations_th.jpg,
water_power_magazine_2005_finding_the_right_balance,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_004,/objects/water_power_magazine_2005_finding_the_right_balance.pdf,Finding the right balance,,BC Hydro,2005-09-14,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program,,/objects/small/water_power_magazine_2005_finding_the_right_balance_sm.jpg,/objects/thumbs/water_power_magazine_2005_finding_the_right_balance_th.jpg,
watershed_watch_2004_preliminary_review_of_fisheries_concervation_gains_withing_bc_hydro's_wup_process,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_005,/objects/watershed_watch_2004_preliminary_review_of_fisheries_concervation_gains_withing_bc_hydro's_wup_process.pdf,,,,,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program,,/objects/small/watershed_watch_2004_preliminary_review_of_fisheries_concervation_gains_withing_bc_hydro's_wup_process_sm.jpg,/objects/thumbs/watershed_watch_2004_preliminary_review_of_fisheries_concervation_gains_withing_bc_hydro's_wup_process_th.jpg,
weatco1,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_007,/objects/weatco1.pdf,Independent Power Producer(IPP) Projects in British Columbia,West Coast Environmental Law,West Coast Environmental Law,2009-05,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program; Climate Change; Independent Power Producers,,/objects/small/weatco1_sm.jpg,/objects/thumbs/weatco1_th.jpg,
wwf_canada_2014_water_forpower_water_for_nature_the_story_of_bc_hydro's_wup_program,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_008,/objects/wwf_canada_2014_water_forpower_water_for_nature_the_story_of_bc_hydro's_wup_program.pdf,"Water for Power, Water for Nature The Story of BC Hydro’s Water Use Planning Program",James Mattison ,WWF Canada,2014-10,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program,,/objects/small/wwf_canada_2014_water_forpower_water_for_nature_the_story_of_bc_hydro's_wup_program_sm.jpg,/objects/thumbs/wwf_canada_2014_water_forpower_water_for_nature_the_story_of_bc_hydro's_wup_program_th.jpg,
capkum_electrical_business_2021_a_clean_future_powered_by_water__bc_hydro’s_new_5year_plan,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_009,/objects/capkum_electrical_business_2021_a_clean_future_powered_by_water__bc_hydro’s_new_5year_plan.pdf,"""A clean future powered by ""water” – BC Hydro’s new 5-year plan",Anthony Capkun,Electrical Business,2022-02-16,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program; Electrification,,/objects/small/capkum_electrical_business_2021_a_clean_future_powered_by_water__bc_hydro’s_new_5year_plan_sm.jpg,/objects/thumbs/capkum_electrical_business_2021_a_clean_future_powered_by_water__bc_hydro’s_new_5year_plan_th.jpg,
ingram1,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_010,/objects/ingram1.pdf,"BC Government and BC Hydro launch Cve-year electrification plan, focused on hydro",Elizabeth Ingram,Hydro Review,2021-09-29,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program; Electrification,,/objects/small/ingram1_sm.jpg,/objects/thumbs/ingram1_th.jpg,
marshall_2004_runningonemptyshiftingtosustainableenergyplanb.c.,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_011,/objects/marshall_2004_runningonemptyshiftingtosustainableenergyplanb.c..pdf,Running On Empty: Shifting to a Sustainable Energy Plan for BC,Dale Marshall,David Suzuki Foundation,2004-08,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Water Use Program; Energy Plan; Water Use Plan,,/objects/small/marshall_2004_runningonemptyshiftingtosustainableenergyplanb.c._sm.jpg,/objects/thumbs/marshall_2004_runningonemptyshiftingtosustainableenergyplanb.c._th.jpg,
moran_2018_pnas_sustainable_hydropower_in_the_21st_century,jrwa_docs_powergeneration_bc_hydro_water_use_program_review,jrwa_docs_powergeneration_bc_hydro_water_use_program_review_012,/objects/moran_2018_pnas_sustainable_hydropower_in_the_21st_century.pdf,Sustainable hydropower in the 21st century,Emilio F. Moran et al.,PNAS,2018-09-25,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Ecological Damage; ,,/objects/small/moran_2018_pnas_sustainable_hydropower_in_the_21st_century_sm.jpg,/objects/thumbs/moran_2018_pnas_sustainable_hydropower_in_the_21st_century_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
tuttle_2013_upper_jordan_river_marsh_study,,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_001,/objects/tuttle_2013_upper_jordan_river_marsh_study.pdf,"Continued Monitoring of the Constructed Wetland at Diversion Reservoir, Jordan River Watershed, Southern Vancouver Island",Krysia Tuttle,LGL Limited,2013-03-31,,pdf,pdf,pdf,Hydroelectric; B.C. Hydro; Ecology; Watershed; Study; Survey; Wetland; Vegetation; Revegetation; Logging ,,/objects/small/tuttle_2013_upper_jordan_river_marsh_study_sm.jpg,/objects/thumbs/tuttle_2013_upper_jordan_river_marsh_study_th.jpg,
merx_2024_supply_of_station_service_transformer,,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_002,/objects/merx_2024_supply_of_station_service_transformer.png,JOR Supply of Station Service Transformer,,MERX,2024,,pdf,pdf,image,Jordan River Hydro Other Reports; Hydroelectric,,/objects/small/merx_2024_supply_of_station_service_transformer_sm.jpg,/objects/thumbs/merx_2024_supply_of_station_service_transformer_th.jpg,
the_province_2014_11_30_20_black_bears,,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_003,/objects/the_province_2014_11_30_20_black_bears.pdf,Black Bear Shows Interest in Artificial Dens,Sam Cooper,The Province ,2014-12-04,,pdf,pdf,pdf,Ecology; Bears; Habitat; Hydroelectric,,/objects/small/the_province_2014_11_30_20_black_bears_sm.jpg,/objects/thumbs/the_province_2014_11_30_20_black_bears_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravell,,Hydroelectric: Gravel Reports,,,,,,record,compound_object,Hydroelectric; Fish; Salmon,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravell,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravel_001,/objects/jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal.pdf,Design and Work Plans for Gravel Placement in Jordan River,Helen Jones et al.,,2015-11-06,,pdf,pdf,pdf,Hydroelectric; Gravel; Project Proposal; Spawning,,/objects/small/jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal_sm.jpg,/objects/thumbs/jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal_th.jpg,
rosenau_2000_sand_and_gravel_management_and_rish_habitat_protection_in_bc,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravell,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravel_002,/objects/rosenau_2000_sand_and_gravel_management_and_rish_habitat_protection_in_bc.pdf,Sand and Gravel Management and Fish-Habitat Protection in British Columbia Salmon and Steelhead Streams,Dr. Marvin L. Rosenau,Pacific Fisheries Resource Conservation Council,2000,,pdf,pdf,pdf,Hydroelectric; MIning; Floodplain; Sediments; Spawning: Flow Management; Fish; Water Temperature; Bioenergetics; Bed Scouring; Erosion; Food Supply; Gravel; Salmon,,/objects/small/rosenau_2000_sand_and_gravel_management_and_rish_habitat_protection_in_bc_sm.jpg,/objects/thumbs/rosenau_2000_sand_and_gravel_management_and_rish_habitat_protection_in_bc_th.jpg,
smith__2004_spawning_gravel_placements_in_ash_and_nanaimo_river_watersheds,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravell,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravel_003,/objects/smith__2004_spawning_gravel_placements_in_ash_and_nanaimo_river_watersheds.pdf,"Spawning Gravel Placements in Ash and Nanaimo River Watersheds, Vancouver Island",Brad Smith,British Columbia Conservation Foundation,2004-03,,pdf,pdf,pdf,Hydroelectric;,,/objects/small/smith__2004_spawning_gravel_placements_in_ash_and_nanaimo_river_watersheds_sm.jpg,/objects/thumbs/smith__2004_spawning_gravel_placements_in_ash_and_nanaimo_river_watersheds_th.jpg,
clark_2008_validation_of_the_flow_management_pathway,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravell,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_gravel_004,/objects/clark_2008_validation_of_the_flow_management_pathway.pdf,Validation of the Flow Management Pathway: Effects of Altered Flow on Fish Habitat and Fishes Downstream from a Hydropower Dam.,Keith D. Clarke et al.,Fisheries and Oceans Canada,2008,,pdf,pdf,pdf,Hydroelectric; MIning; Floodplain; Sediments; Spawning: Flow Management; Fish; Water Temperature; Bioenergetics; Bed Scouring; Erosion; Food Supply; Gravel; Salmon,,/objects/small/clark_2008_validation_of_the_flow_management_pathway_sm.jpg,/objects/thumbs/clark_2008_validation_of_the_flow_management_pathway_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,,Hydroelectric: Gravel Reports,,,,,,record,compound_object,"Hydroelectric; Herbicide; Hydro Pesticide; 2,4-D; Red Alder; Labor; Workers; Criminal Case; Protest ; Tordon 10K",,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
tc_1980_hydro_backs_off_on_24d_plans,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_001,/objects/tc_1980_hydro_backs_off_on_24d_plans.pdf,"Hydro Backs off on 2,4-D Plans",Brenda Dalglish,Times Colonist,1980-07-10,,pdf,pdf,pdf,"Hydroelectric; 2,4-D; Sooke; Protest; Hydro Pesticide;",,/objects/small/tc_1980_hydro_backs_off_on_24d_plans_sm.jpg,/objects/thumbs/tc_1980_hydro_backs_off_on_24d_plans_th.jpg,
tc_1980_hydro_herbicide_probe_ordered_by_ag,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_002,/objects/tc_1980_hydro_herbicide_probe_ordered_by_ag.pdf,Herbicide Probe Ordered by A-G,,Times Colonist,1980-08-03,,pdf,pdf,pdf,"Hydroelectric; Herbicide; Hydro Pesticide; 2,4-D; Red Alder",,/objects/small/tc_1980_hydro_herbicide_probe_ordered_by_ag_sm.jpg,/objects/thumbs/tc_1980_hydro_herbicide_probe_ordered_by_ag_th.jpg,
vs_1980_hydro_workers_charged,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_003,/objects/vs_1980_hydro_workers_charged.pdf,"Hydro, Workers Charged",,The Vancouver Sun,1980-10-17,,pdf,pdf,pdf,"Hydroelectric; Herbicide; Hydro Pesticide; 2,4-D; Red Alder; Labor; Workers; Criminal Case",,/objects/small/vs_1980_hydro_workers_charged_sm.jpg,/objects/thumbs/vs_1980_hydro_workers_charged_th.jpg,
hall_1948_us_department_of_agriculture_forest_service_annual_report,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_004,/objects/hall_1948_us_department_of_agriculture_forest_service_annual_report.pdf,Reseeding Denuded Ground To Perennial Grasses Stabilizes Soil and Provides Forage,J.A. Hall ,USDA,1949-03,,pdf,pdf,pdf,Hydroelectric; Forest Economics; Forest Management; Hydro Pesticide,,/objects/small/hall_1948_us_department_of_agriculture_forest_service_annual_report_sm.jpg,/objects/thumbs/hall_1948_us_department_of_agriculture_forest_service_annual_report_th.jpg,
tc_1979_bc_hydro_staff_queried_on_poison_control,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_005,/objects/tc_1979_bc_hydro_staff_queried_on_poison_control.pdf,Hydro Staff Queried on Poison Comment,,Times Colonist,1979-08-11,,pdf,pdf,pdf,Hydroelectric; Hydro Pesticide; Tordon 10K,,/objects/small/tc_1979_bc_hydro_staff_queried_on_poison_control_sm.jpg,/objects/thumbs/tc_1979_bc_hydro_staff_queried_on_poison_control_th.jpg,
tc_1980_hydro_24d_draws_sooke_protest,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_hydropesticides_006,/objects/tc_1980_hydro_24d_draws_sooke_protest.pdf,"2,4-D draws Sooke Protest",Brenda Dalglish,Times Colonist,1980-05-08,,pdf,pdf,pdf,"Hydroelectric; 2,4-D; Sooke; Protest; Hydro Pesticide;",,/objects/small/tc_1980_hydro_24d_draws_sooke_protest_sm.jpg,/objects/thumbs/tc_1980_hydro_24d_draws_sooke_protest_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire,,Power Plant Fire,,,,,,record,compound_object,Hydroelectric; Power Plant Fire; Powerhouse,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
img_0085,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire_001,/objects/img_0085.jpeg,Power Plant Fire Damage 001,,,,,image/jpeg,image,image,Hydroelectric; Power Plant Fire,,/objects/small/img_0085_sm.jpg,/objects/thumbs/img_0085_th.jpg,
img_0086,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire_002,/objects/img_0086.jpeg,Power Plant Fire Damage 002,,,,,image/jpeg,image,image,Hydroelectric; Power Plant Fire,,/objects/small/img_0086_sm.jpg,/objects/thumbs/img_0086_th.jpg,
img_0083,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire,jrwa_docs_powergeneration_jordan_river_hydro_other_reports_powerplant_fire_003,/objects/img_0083.jpeg,Power Plant Fire Damage 003,,,,,image/jpeg,image,image,Hydroelectric; Power Plant Fire,,/objects/small/img_0083_sm.jpg,/objects/thumbs/img_0083_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordanriver_hydro_project_history,,Hydroelectric: Project History,,,,,,record,compound_object,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
_stadfield_2002_electric_space,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_001,/objects/_stadfield_2002_electric_space.pdf,Electric Space: Social and Natural Transformations in British Columbia’s Hydroelectric Industry to World War II,Bruce Stadfeld,University of Manitoba,2002,,pdf,pdf,pdf,Hydroelectric; World War II; Energy Development; Hydroelectric Development; Watershed Alienation; ,,/objects/small/_stadfield_2002_electric_space_sm.jpg,/objects/thumbs/_stadfield_2002_electric_space_th.jpg,
bc_hydro_1972_tenth_annual_report,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_002,/objects/bc_hydro_1972_tenth_annual_report.pdf,BC Hydro Tenth Annual Report ,British Columbia Hydro and Power Authority,British Columbia Hydro and Power Authority,1972,,pdf,pdf,pdf,Hydroelectric; Sales; Development; Report; B.C. Hydro,,/objects/small/bc_hydro_1972_tenth_annual_report_sm.jpg,/objects/thumbs/bc_hydro_1972_tenth_annual_report_th.jpg,
bc_mining_and_engineering_record_1911_vi_power_company's_new_power_plant,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_003,/objects/bc_mining_and_engineering_record_1911_vi_power_company's_new_power_plant.pdf,The British Columbia Mining and Engineering Record,,,1911,,pdf,pdf,pdf,Hydroelectric; Mining; Pipeline,,/objects/small/bc_mining_and_engineering_record_1911_vi_power_company's_new_power_plant_sm.jpg,/objects/thumbs/bc_mining_and_engineering_record_1911_vi_power_company's_new_power_plant_th.jpg,
bchydro_fia_f17,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_004,/objects/bchydro_fia_f17.pdf,British Columbia Hydro and Power Authority ,British Columbia Hydro and Power Authority,British Columbia Hydro and Power Authority,2017,,pdf,pdf,pdf,British Columbia Hydro and Power Authority,,/objects/small/bchydro_fia_f17_sm.jpg,/objects/thumbs/bchydro_fia_f17_th.jpg,
conway_1915_quote_from_presidential_address_p_3,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_005,/objects/conway_1915_quote_from_presidential_address_p_3.pdf,Conway Quote from a Presidential Address,T.C. Keefer ,,1915,,pdf,pdf,pdf,Hydroelectric; Speech,,/objects/small/conway_1915_quote_from_presidential_address_p_3_sm.jpg,/objects/thumbs/conway_1915_quote_from_presidential_address_p_3_th.jpg,
evenden_2004_fish_versus_power__an_environmental_history_of_the_fraser_river,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_006,/objects/evenden_2004_fish_versus_power__an_environmental_history_of_the_fraser_river.pdf,Fish versus Power: and Environmental History of the Fraser River ,Matthew D. Evenden,Cambridge,2004,,pdf,pdf,pdf,Hydroelectric; Environmental History; Ecology; Fish; Salmon,,/objects/small/evenden_2004_fish_versus_power__an_environmental_history_of_the_fraser_river_sm.jpg,/objects/thumbs/evenden_2004_fish_versus_power__an_environmental_history_of_the_fraser_river_th.jpg,
jacard_deconstruction_hydro_in_bc_studies,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_007,/objects/jacard_deconstruction_hydro_in_bc_studies.pdf,Deconstructing Hydro: The BC Electricity Sector in this Decade,Mark Jaccard ,,,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Management ,,/objects/small/jacard_deconstruction_hydro_in_bc_studies_sm.jpg,/objects/thumbs/jacard_deconstruction_hydro_in_bc_studies_th.jpg,
lee_1915_jordan_river_power_development_cdn_society_of_civil_engineers,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_008,/objects/lee_1915_jordan_river_power_development_cdn_society_of_civil_engineers.pdf,British Columbia Hydro and Power Authority ,Charles A. Lee,Canadian Society of Civil Engineers,1915,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Power Development,,/objects/small/lee_1915_jordan_river_power_development_cdn_society_of_civil_engineers_sm.jpg,/objects/thumbs/lee_1915_jordan_river_power_development_cdn_society_of_civil_engineers_th.jpg,
pages_from__conway_1915_doi_water_powers_of_canada_bc__splendid_quote,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_009,/objects/pages_from__conway_1915_doi_water_powers_of_canada_bc__splendid_quote.pdf,"Jordan River Development of the Vancouver Island Power Company, Limited ",,,1915,,pdf,pdf,pdf,Hydroelectric; Weather Patterns; Watershed Description,,/objects/small/pages_from__conway_1915_doi_water_powers_of_canada_bc__splendid_quote_sm.jpg,/objects/thumbs/pages_from__conway_1915_doi_water_powers_of_canada_bc__splendid_quote_th.jpg,
rbcm_item_i52911_jr_development_original_plan_map,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_010,/objects/rbcm_item_i52911_jr_development_original_plan_map.pdf,Section of Jordan River Development ,,,,,pdf,pdf,pdf,Hydroelectric; Section; Power House; Dam,,/objects/small/rbcm_item_i52911_jr_development_original_plan_map_sm.jpg,/objects/thumbs/rbcm_item_i52911_jr_development_original_plan_map_th.jpg,
sooke_museum_diversion_dam_jr_railway,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_012,/objects/sooke_museum_diversion_dam_jr_railway.png,2.5 Ton 1928 Plymouth Model TL-2 Locomotive Used on a Narrow- Gauge Railway in the 1940s,,Sooke Region Museum and Visitors Center,,,pdf,pdf,pdf,Hydroelectric; Railway; Vancouver Island Power Company; Dam,,/objects/small/sooke_museum_diversion_dam_jr_railway_sm.jpg,/objects/thumbs/sooke_museum_diversion_dam_jr_railway_th.jpg,
_conway_1915_doi_water_powers_of_canada_bc,jrwa_docs_powergeneration_jordanriver_hydro_project_history,jrwa_docs_powergeneration_jordanriver_hydro_project_history_013,/objects/_conway_1915_doi_water_powers_of_canada_bc.pdf,Water Powers of Canada,G.R.G. Conway,Department of the Interior,1915,,pdf,pdf,pdf,Hydroelectric; Power Plant; Water Power,,/objects/small/_conway_1915_doi_water_powers_of_canada_bc_sm.jpg,/objects/thumbs/_conway_1915_doi_water_powers_of_canada_bc_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,,BC Hydro: Puntledge River,,,,,,record,compound_object,Hydroelectric; Puntledge River; BC Hydro; Habitat Restoration,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
spawni1,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_003,/objects/spawni1.pdf,"Spawning Gravel Placements in Ash and Nanaimo River Watersheds, Vancouver Island (2003)",Brad Smith,BC Conservation Foundation,2004-03,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Habitat Restoration,,/objects/small/spawni1_sm.jpg,/objects/thumbs/spawni1_th.jpg,
02pu71_hab_rest_1389198175712_9186219228,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_004,/objects/02pu71_hab_rest_1389198175712_9186219228.pdf,Puntledge River Spawning Habitat Restoration,E. Guimond and R. Norgan,Fisheries and Oceans Canada,2003-12,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro,,/objects/small/02pu71_hab_rest_1389198175712_9186219228_sm.jpg,/objects/thumbs/02pu71_hab_rest_1389198175712_9186219228_th.jpg,
03pu02_hab_rest_1389199209847_9186219228,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_005,/objects/03pu02_hab_rest_1389199209847_9186219228.pdf,Puntledge River Habitat Restoration,E. Guimond,Fisheries and Oceans Canada,2004-03,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Habitat Restoration,,/objects/small/03pu02_hab_rest_1389199209847_9186219228_sm.jpg,/objects/thumbs/03pu02_hab_rest_1389199209847_9186219228_th.jpg,
06pun01_gravel_1389624587961_9620131597,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_006,/objects/06pun01_gravel_1389624587961_9620131597.pdf,"Puntledge River (Reach C) Spawning Gravel Placements for Fish Habitat Restoration,",Scott Silvestri,BC Conservation Foundation,2006,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Salmon; Gravel; Spawning,,/objects/small/06pun01_gravel_1389624587961_9620131597_sm.jpg,/objects/thumbs/06pun01_gravel_1389624587961_9620131597_th.jpg,
bc_hydro_2004_wup_puntledge_river,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_007,/objects/bc_hydro_2004_wup_puntledge_river.pdf,Puntledge River Project Water Use Plan,Eric Weiss,BC Hydro,2004-12-01,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Water Use Plan,,/objects/small/bc_hydro_2004_wup_puntledge_river_sm.jpg,/objects/thumbs/bc_hydro_2004_wup_puntledge_river_th.jpg,
bc_hydro_to_increase_puntledge_river_flows_to_help_with_fish_migration___the_raven_1007,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_008,/objects/bc_hydro_to_increase_puntledge_river_flows_to_help_with_fish_migration___the_raven_1007.pdf,BC Hydro To Increase Puntledge River Flows To Help With Fish Migration,Jay Herrington,New Country 100.7 The Raven,2024-06-18,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Fish Migration; Water Levels,,/objects/small/bc_hydro_to_increase_puntledge_river_flows_to_help_with_fish_migration___the_raven_1007_sm.jpg,/objects/thumbs/bc_hydro_to_increase_puntledge_river_flows_to_help_with_fish_migration___the_raven_1007_th.jpg,
marshall_1973_progress_report_on_the_puntledge_river_program,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_009,/objects/marshall_1973_progress_report_on_the_puntledge_river_program.pdf,PROGRESS REPORT ON THE PUNTLEDGE RIVER PROGRAM 1971-1972,D.E. Marshall,Department of the Environment,1973,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Fisheries,,/objects/small/marshall_1973_progress_report_on_the_puntledge_river_program_sm.jpg,/objects/thumbs/marshall_1973_progress_report_on_the_puntledge_river_program_th.jpg,
puntle_1,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_010,/objects/puntle_1.pdf,"Puntledge River (Reach C) Spawning Gravel Placements for Fish
Habitat Restoration,",Scott Silvestri,BC Hydro Bridge Coastal Fish and Wildlife Restoration Program,2005,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Salmon; Gravel; Spawning,,/objects/small/puntle_1_sm.jpg,/objects/thumbs/puntle_1_th.jpg,
punworks_1_tor_2018_10_05,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge,jrwa_docs_powergeneration_jordanriver_hydro_project_puntledge_011,/objects/punworks_1_tor_2018_10_05.pdf,Puntledge Water Use Plan Physical Works Terms of Reference,,BC Hydro,2018-10-05,,pdf,pdf,pdf,Hydroelectric; Puntledge River; BC Hydro; Salmon; Gravel; Spawning,,/objects/small/punworks_1_tor_2018_10_05_sm.jpg,/objects/thumbs/punworks_1_tor_2018_10_05_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
